"SEXO","EDAD","PAIS","AÑO ESTIMACION","CODREGEO","REGION","CENSO AJUSTADO","RRAA_REGULAR","RRAA_IRREGULAR","RRAA_TOTAL","ESTIMACION"
"M","35 A 39","OTRO PAÍS",2020,10,"ÑUBLE","15","7","","7",22
"M","35 A 39","OTRO PAÍS",2020,11,"BIOBÍO","61","18","","18",79
"M","35 A 39","OTRO PAÍS",2020,12,"LA ARAUCANÍA","39","8","","8",47
"M","35 A 39","OTRO PAÍS",2020,13,"LOS RÍOS","23","3","","3",26
"M","35 A 39","OTRO PAÍS",2020,14,"LOS LAGOS","68","14","2","16",84
"M","35 A 39","OTRO PAÍS",2020,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","10","2","","2",12
"M","35 A 39","OTRO PAÍS",2020,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","34","4","2","6",40
"M","35 A 39","OTRO PAÍS",2020,17,"REGIÓN IGNORADA","","73","8","81",81
"M","35 A 39","OTRO PAÍS",2021,1,"ARICA Y PARINACOTA","17","5","","5",22
"M","35 A 39","OTRO PAÍS",2021,2,"TARAPACÁ","73","18","","18",91
"M","35 A 39","OTRO PAÍS",2021,3,"ANTOFAGASTA","48","9","","9",57
"M","35 A 39","OTRO PAÍS",2021,4,"ATACAMA","16","2","","2",18
"M","35 A 39","OTRO PAÍS",2021,5,"COQUIMBO","47","14","3","17",64
"M","35 A 39","OTRO PAÍS",2021,6,"VALPARAÍSO","192","36","3","39",231
"M","35 A 39","OTRO PAÍS",2021,7,"METROPOLITANA DE SANTIAGO","1451","291","20","311",1762
"M","35 A 39","OTRO PAÍS",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","26","7","","7",33
"M","35 A 39","OTRO PAÍS",2021,9,"MAULE","45","16","1","17",62
"M","35 A 39","OTRO PAÍS",2021,10,"ÑUBLE","15","8","1","9",24
"M","35 A 39","OTRO PAÍS",2021,11,"BIOBÍO","52","19","","19",71
"M","35 A 39","OTRO PAÍS",2021,12,"LA ARAUCANÍA","41","8","","8",49
"M","35 A 39","OTRO PAÍS",2021,13,"LOS RÍOS","21","6","","6",27
"M","35 A 39","OTRO PAÍS",2021,14,"LOS LAGOS","63","19","1","20",83
"M","35 A 39","OTRO PAÍS",2021,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","5","3","1","4",9
"M","35 A 39","OTRO PAÍS",2021,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","35","4","1","5",40
"M","35 A 39","OTRO PAÍS",2021,17,"REGIÓN IGNORADA","","50","11","61",61
"M","35 A 39","OTRO PAÍS",2022,1,"ARICA Y PARINACOTA","18","1","","1",19
"M","35 A 39","OTRO PAÍS",2022,2,"TARAPACÁ","74","23","","23",97
"M","35 A 39","OTRO PAÍS",2022,3,"ANTOFAGASTA","50","11","1","12",62
"M","35 A 39","OTRO PAÍS",2022,4,"ATACAMA","16","2","","2",18
"M","35 A 39","OTRO PAÍS",2022,5,"COQUIMBO","47","15","3","18",65
"M","35 A 39","OTRO PAÍS",2022,6,"VALPARAÍSO","212","37","3","40",252
"M","35 A 39","OTRO PAÍS",2022,7,"METROPOLITANA DE SANTIAGO","1446","315","20","335",1781
"M","35 A 39","OTRO PAÍS",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","29","14","1","15",44
"M","35 A 39","OTRO PAÍS",2022,9,"MAULE","37","12","1","13",50
"M","35 A 39","OTRO PAÍS",2022,10,"ÑUBLE","16","7","","7",23
"M","35 A 39","OTRO PAÍS",2022,11,"BIOBÍO","57","21","1","22",79
"M","35 A 39","OTRO PAÍS",2022,12,"LA ARAUCANÍA","32","12","","12",44
"M","35 A 39","OTRO PAÍS",2022,13,"LOS RÍOS","21","11","","11",32
"M","35 A 39","OTRO PAÍS",2022,14,"LOS LAGOS","61","18","","18",79
"M","35 A 39","OTRO PAÍS",2022,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","8","7","2","9",17
"M","35 A 39","OTRO PAÍS",2022,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","29","6","1","7",36
"M","35 A 39","OTRO PAÍS",2022,17,"REGIÓN IGNORADA","","87","25","112",112
"M","35 A 39","PARAGUAY",2018,1,"ARICA Y PARINACOTA","3","","","",3
"M","35 A 39","PARAGUAY",2018,2,"TARAPACÁ","34","2","","2",36
"M","35 A 39","PARAGUAY",2018,3,"ANTOFAGASTA","58","5","","5",63
"M","35 A 39","PARAGUAY",2018,4,"ATACAMA","3","","","",3
"M","35 A 39","PARAGUAY",2018,5,"COQUIMBO","13","","","",13
"M","35 A 39","PARAGUAY",2018,6,"VALPARAÍSO","18","1","","1",19
"M","35 A 39","PARAGUAY",2018,7,"METROPOLITANA DE SANTIAGO","175","13","","13",188
"M","35 A 39","PARAGUAY",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","22","2","","2",24
"M","35 A 39","PARAGUAY",2018,9,"MAULE","3","","","",3
"M","35 A 39","PARAGUAY",2018,10,"ÑUBLE","6","1","","1",7
"M","35 A 39","PARAGUAY",2018,11,"BIOBÍO","15","","","",15
"M","35 A 39","PARAGUAY",2018,12,"LA ARAUCANÍA","8","","","",8
"M","35 A 39","PARAGUAY",2018,13,"LOS RÍOS","1","","","",1
"M","35 A 39","PARAGUAY",2018,14,"LOS LAGOS","5","1","","1",6
"M","35 A 39","PARAGUAY",2018,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","2","","","",2
"M","35 A 39","PARAGUAY",2018,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","16","2","","2",18
"M","35 A 39","PARAGUAY",2018,17,"REGIÓN IGNORADA","","8","1","9",9
"M","35 A 39","PARAGUAY",2019,1,"ARICA Y PARINACOTA","4","","","",4
"M","35 A 39","PARAGUAY",2019,2,"TARAPACÁ","36","8","","8",44
"M","35 A 39","PARAGUAY",2019,3,"ANTOFAGASTA","68","9","","9",77
"M","35 A 39","PARAGUAY",2019,4,"ATACAMA","5","2","1","3",8
"M","35 A 39","PARAGUAY",2019,5,"COQUIMBO","15","","","",15
"M","35 A 39","PARAGUAY",2019,6,"VALPARAÍSO","21","3","","3",24
"M","35 A 39","PARAGUAY",2019,7,"METROPOLITANA DE SANTIAGO","195","19","","19",214
"M","35 A 39","PARAGUAY",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","23","","","",23
"M","35 A 39","PARAGUAY",2019,9,"MAULE","4","","","",4
"M","35 A 39","PARAGUAY",2019,10,"ÑUBLE","6","2","","2",8
"M","35 A 39","PARAGUAY",2019,11,"BIOBÍO","17","1","","1",18
"M","35 A 39","PARAGUAY",2019,12,"LA ARAUCANÍA","7","2","","2",9
"M","35 A 39","PARAGUAY",2019,13,"LOS RÍOS","1","","","",1
"M","35 A 39","PARAGUAY",2019,14,"LOS LAGOS","6","1","","1",7
"M","35 A 39","PARAGUAY",2019,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","2","1","1","2",4
"M","35 A 39","PARAGUAY",2019,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","25","7","","7",32
"M","35 A 39","PARAGUAY",2019,17,"REGIÓN IGNORADA","","5","1","6",6
"M","35 A 39","PARAGUAY",2020,1,"ARICA Y PARINACOTA","7","1","","1",8
"M","35 A 39","PARAGUAY",2020,2,"TARAPACÁ","36","8","","8",44
"M","35 A 39","PARAGUAY",2020,3,"ANTOFAGASTA","69","11","","11",80
"M","35 A 39","PARAGUAY",2020,4,"ATACAMA","6","2","","2",8
"M","35 A 39","PARAGUAY",2020,5,"COQUIMBO","15","","","",15
"M","35 A 39","PARAGUAY",2020,6,"VALPARAÍSO","22","3","","3",25
"M","35 A 39","PARAGUAY",2020,7,"METROPOLITANA DE SANTIAGO","214","29","2","31",245
"M","35 A 39","PARAGUAY",2020,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","25","","","",25
"M","35 A 39","PARAGUAY",2020,9,"MAULE","5","1","","1",6
"M","35 A 39","PARAGUAY",2020,10,"ÑUBLE","3","2","","2",5
"M","35 A 39","PARAGUAY",2020,11,"BIOBÍO","17","3","","3",20
"M","35 A 39","PARAGUAY",2020,12,"LA ARAUCANÍA","7","2","","2",9
"M","35 A 39","PARAGUAY",2020,13,"LOS RÍOS","1","","","",1
"M","35 A 39","PARAGUAY",2020,14,"LOS LAGOS","7","1","","1",8
"M","35 A 39","PARAGUAY",2020,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","2","1","3",4
"M","35 A 39","PARAGUAY",2020,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","29","5","","5",34
"M","35 A 39","PARAGUAY",2020,17,"REGIÓN IGNORADA","","3","","3",3
"M","35 A 39","PARAGUAY",2021,1,"ARICA Y PARINACOTA","8","1","","1",9
"M","35 A 39","PARAGUAY",2021,2,"TARAPACÁ","31","8","","8",39
"M","35 A 39","PARAGUAY",2021,3,"ANTOFAGASTA","68","13","","13",81
"M","35 A 39","PARAGUAY",2021,4,"ATACAMA","4","1","","1",5
"M","35 A 39","PARAGUAY",2021,5,"COQUIMBO","11","2","","2",13
"M","35 A 39","PARAGUAY",2021,6,"VALPARAÍSO","23","3","","3",26
"M","35 A 39","PARAGUAY",2021,7,"METROPOLITANA DE SANTIAGO","252","29","3","32",284
"M","35 A 39","PARAGUAY",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","20","","","",20
"M","35 A 39","PARAGUAY",2021,9,"MAULE","8","1","","1",9
"M","35 A 39","PARAGUAY",2021,10,"ÑUBLE","2","1","","1",3
"M","35 A 39","PARAGUAY",2021,11,"BIOBÍO","19","3","","3",22
"M","35 A 39","PARAGUAY",2021,12,"LA ARAUCANÍA","7","1","","1",8
"M","35 A 39","PARAGUAY",2021,13,"LOS RÍOS","1","","","",1
"M","35 A 39","PARAGUAY",2021,14,"LOS LAGOS","8","2","","2",10
"M","35 A 39","PARAGUAY",2021,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","1","1","2",3
"M","35 A 39","PARAGUAY",2021,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","34","7","1","8",42
"M","35 A 39","PARAGUAY",2021,17,"REGIÓN IGNORADA","","5","","5",5
"M","35 A 39","PARAGUAY",2022,1,"ARICA Y PARINACOTA","10","2","","2",12
"M","35 A 39","PARAGUAY",2022,2,"TARAPACÁ","34","10","1","11",45
"M","35 A 39","PARAGUAY",2022,3,"ANTOFAGASTA","65","15","","15",80
"M","35 A 39","PARAGUAY",2022,4,"ATACAMA","4","2","","2",6
"M","35 A 39","PARAGUAY",2022,5,"COQUIMBO","10","5","","5",15
"M","35 A 39","PARAGUAY",2022,6,"VALPARAÍSO","28","3","","3",31
"M","35 A 39","PARAGUAY",2022,7,"METROPOLITANA DE SANTIAGO","260","28","3","31",291
"M","35 A 39","PARAGUAY",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","22","2","","2",24
"M","35 A 39","PARAGUAY",2022,9,"MAULE","12","3","","3",15
"M","35 A 39","PARAGUAY",2022,10,"ÑUBLE","1","1","","1",2
"M","35 A 39","PARAGUAY",2022,11,"BIOBÍO","18","3","","3",21
"M","35 A 39","PARAGUAY",2022,12,"LA ARAUCANÍA","9","1","","1",10
"M","35 A 39","PARAGUAY",2022,13,"LOS RÍOS","2","","","",2
"M","35 A 39","PARAGUAY",2022,14,"LOS LAGOS","8","2","","2",10
"M","35 A 39","PARAGUAY",2022,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","2","2","1","3",5
"M","35 A 39","PARAGUAY",2022,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","34","9","","9",43
"M","35 A 39","PARAGUAY",2022,17,"REGIÓN IGNORADA","","3","3","6",6
"M","35 A 39","PAÍS IGNORADO",2018,1,"ARICA Y PARINACOTA","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2018,2,"TARAPACÁ","4","","","",4
"M","35 A 39","PAÍS IGNORADO",2018,3,"ANTOFAGASTA","9","","","",9
"M","35 A 39","PAÍS IGNORADO",2018,4,"ATACAMA","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2018,5,"COQUIMBO","4","","","",4
"M","35 A 39","PAÍS IGNORADO",2018,6,"VALPARAÍSO","17","","","",17
"M","35 A 39","PAÍS IGNORADO",2018,7,"METROPOLITANA DE SANTIAGO","115","","","",115
"M","35 A 39","PAÍS IGNORADO",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2018,9,"MAULE","5","","","",5
"M","35 A 39","PAÍS IGNORADO",2018,11,"BIOBÍO","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2018,12,"LA ARAUCANÍA","5","","","",5
"M","35 A 39","PAÍS IGNORADO",2018,14,"LOS LAGOS","2","","","",2
"M","35 A 39","PAÍS IGNORADO",2018,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2018,17,"REGIÓN IGNORADA","","","4","4",4
"M","35 A 39","PAÍS IGNORADO",2019,2,"TARAPACÁ","5","","","",5
"M","35 A 39","PAÍS IGNORADO",2019,3,"ANTOFAGASTA","9","","","",9
"M","35 A 39","PAÍS IGNORADO",2019,4,"ATACAMA","2","","","",2
"M","35 A 39","PAÍS IGNORADO",2019,5,"COQUIMBO","4","","","",4
"M","35 A 39","PAÍS IGNORADO",2019,6,"VALPARAÍSO","18","","","",18
"M","35 A 39","PAÍS IGNORADO",2019,7,"METROPOLITANA DE SANTIAGO","120","","","",120
"M","35 A 39","PAÍS IGNORADO",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2019,9,"MAULE","4","","","",4
"M","35 A 39","PAÍS IGNORADO",2019,10,"ÑUBLE","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2019,11,"BIOBÍO","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2019,12,"LA ARAUCANÍA","4","","","",4
"M","35 A 39","PAÍS IGNORADO",2019,14,"LOS LAGOS","1","","1","1",2
"M","35 A 39","PAÍS IGNORADO",2019,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2019,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2019,17,"REGIÓN IGNORADA","","","8","8",8
"M","35 A 39","PAÍS IGNORADO",2020,1,"ARICA Y PARINACOTA","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2020,2,"TARAPACÁ","5","","","",5
"M","35 A 39","PAÍS IGNORADO",2020,3,"ANTOFAGASTA","9","","","",9
"M","35 A 39","PAÍS IGNORADO",2020,4,"ATACAMA","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2020,5,"COQUIMBO","6","","","",6
"M","35 A 39","PAÍS IGNORADO",2020,6,"VALPARAÍSO","15","","","",15
"M","35 A 39","PAÍS IGNORADO",2020,7,"METROPOLITANA DE SANTIAGO","117","","","",117
"M","35 A 39","PAÍS IGNORADO",2020,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2020,9,"MAULE","3","","","",3
"M","35 A 39","PAÍS IGNORADO",2020,10,"ÑUBLE","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2020,11,"BIOBÍO","3","","","",3
"M","35 A 39","PAÍS IGNORADO",2020,12,"LA ARAUCANÍA","4","","","",4
"M","35 A 39","PAÍS IGNORADO",2020,14,"LOS LAGOS","1","","1","1",2
"M","35 A 39","PAÍS IGNORADO",2020,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2020,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","2","","","",2
"M","35 A 39","PAÍS IGNORADO",2020,17,"REGIÓN IGNORADA","","","17","17",17
"M","35 A 39","PAÍS IGNORADO",2021,1,"ARICA Y PARINACOTA","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2021,2,"TARAPACÁ","5","","","",5
"M","35 A 39","PAÍS IGNORADO",2021,3,"ANTOFAGASTA","6","","","",6
"M","35 A 39","PAÍS IGNORADO",2021,4,"ATACAMA","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2021,5,"COQUIMBO","6","","","",6
"M","35 A 39","PAÍS IGNORADO",2021,6,"VALPARAÍSO","13","","1","1",14
"M","35 A 39","PAÍS IGNORADO",2021,7,"METROPOLITANA DE SANTIAGO","110","","","",110
"M","35 A 39","PAÍS IGNORADO",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2021,9,"MAULE","3","","","",3
"M","35 A 39","PAÍS IGNORADO",2021,10,"ÑUBLE","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2021,11,"BIOBÍO","3","","","",3
"M","35 A 39","PAÍS IGNORADO",2021,12,"LA ARAUCANÍA","4","","","",4
"M","35 A 39","PAÍS IGNORADO",2021,14,"LOS LAGOS","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2021,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","2","","","",2
"M","35 A 39","PAÍS IGNORADO",2021,17,"REGIÓN IGNORADA","","","32","32",32
"M","35 A 39","PAÍS IGNORADO",2022,1,"ARICA Y PARINACOTA","2","","","",2
"M","35 A 39","PAÍS IGNORADO",2022,2,"TARAPACÁ","5","","","",5
"M","35 A 39","PAÍS IGNORADO",2022,3,"ANTOFAGASTA","6","","","",6
"M","35 A 39","PAÍS IGNORADO",2022,4,"ATACAMA","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2022,5,"COQUIMBO","6","1","","1",7
"M","35 A 39","PAÍS IGNORADO",2022,6,"VALPARAÍSO","13","","","",13
"M","35 A 39","PAÍS IGNORADO",2022,7,"METROPOLITANA DE SANTIAGO","117","","","",117
"M","35 A 39","PAÍS IGNORADO",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","2","","","",2
"M","35 A 39","PAÍS IGNORADO",2022,9,"MAULE","3","","","",3
"M","35 A 39","PAÍS IGNORADO",2022,10,"ÑUBLE","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2022,11,"BIOBÍO","4","","","",4
"M","35 A 39","PAÍS IGNORADO",2022,12,"LA ARAUCANÍA","2","","","",2
"M","35 A 39","PAÍS IGNORADO",2022,14,"LOS LAGOS","1","","","",1
"M","35 A 39","PAÍS IGNORADO",2022,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","2","","","",2
"M","35 A 39","PAÍS IGNORADO",2022,17,"REGIÓN IGNORADA","","2","40","42",42
"M","35 A 39","PERÚ",2018,1,"ARICA Y PARINACOTA","646","47","","47",693
"M","35 A 39","PERÚ",2018,2,"TARAPACÁ","959","47","","47",1006
"M","35 A 39","PERÚ",2018,3,"ANTOFAGASTA","851","64","1","65",916
"M","35 A 39","PERÚ",2018,4,"ATACAMA","112","14","2","16",128
"M","35 A 39","PERÚ",2018,5,"COQUIMBO","165","8","1","9",174
"M","35 A 39","PERÚ",2018,6,"VALPARAÍSO","250","26","","26",276
"M","35 A 39","PERÚ",2018,7,"METROPOLITANA DE SANTIAGO","9945","650","23","673",10618
"M","35 A 39","PERÚ",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","93","22","1","23",116
"M","35 A 39","PERÚ",2018,9,"MAULE","44","8","","8",52
"M","35 A 39","PERÚ",2018,10,"ÑUBLE","16","1","","1",17
"M","35 A 39","PERÚ",2018,11,"BIOBÍO","70","10","4","14",84
"M","35 A 39","PERÚ",2018,12,"LA ARAUCANÍA","27","4","","4",31
"M","35 A 39","PERÚ",2018,13,"LOS RÍOS","13","1","","1",14
"M","35 A 39","PERÚ",2018,14,"LOS LAGOS","51","5","","5",56
"M","35 A 39","PERÚ",2018,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","5","","","",5
"M","35 A 39","PERÚ",2018,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","9","1","","1",10
"M","35 A 39","PERÚ",2018,17,"REGIÓN IGNORADA","","176","12","188",188
"M","35 A 39","PERÚ",2019,1,"ARICA Y PARINACOTA","626","72","","72",698
"M","35 A 39","PERÚ",2019,2,"TARAPACÁ","966","73","","73",1039
"M","35 A 39","PERÚ",2019,3,"ANTOFAGASTA","858","84","1","85",943
"M","35 A 39","PERÚ",2019,4,"ATACAMA","118","19","2","21",139
"M","35 A 39","PERÚ",2019,5,"COQUIMBO","174","14","","14",188
"M","35 A 39","PERÚ",2019,6,"VALPARAÍSO","243","29","1","30",273
"M","35 A 39","PERÚ",2019,7,"METROPOLITANA DE SANTIAGO","9823","917","20","937",10760
"M","35 A 39","PERÚ",2019,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","104","22","1","23",127
"M","35 A 39","PERÚ",2019,9,"MAULE","50","7","","7",57
"M","35 A 39","PERÚ",2019,10,"ÑUBLE","16","3","","3",19
"M","35 A 39","PERÚ",2019,11,"BIOBÍO","69","10","3","13",82
"M","35 A 39","PERÚ",2019,12,"LA ARAUCANÍA","28","6","","6",34
"M","35 A 39","PERÚ",2019,13,"LOS RÍOS","11","3","","3",14
"M","35 A 39","PERÚ",2019,14,"LOS LAGOS","44","5","","5",49
"M","35 A 39","PERÚ",2019,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","7","","","",7
"M","35 A 39","PERÚ",2019,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","9","3","","3",12
"M","35 A 39","PERÚ",2019,17,"REGIÓN IGNORADA","","215","25","240",240
"M","35 A 39","PERÚ",2020,1,"ARICA Y PARINACOTA","633","133","11","144",777
"M","35 A 39","PERÚ",2020,2,"TARAPACÁ","966","87","","87",1053
"M","35 A 39","PERÚ",2020,3,"ANTOFAGASTA","904","105","1","106",1010
"M","35 A 39","PERÚ",2020,4,"ATACAMA","111","19","2","21",132
"M","35 A 39","PERÚ",2020,5,"COQUIMBO","167","17","1","18",185
"M","35 A 39","PERÚ",2020,6,"VALPARAÍSO","235","36","1","37",272
"M","35 A 39","PERÚ",2020,7,"METROPOLITANA DE SANTIAGO","9866","1150","56","1206",11072
"M","35 A 39","PERÚ",2020,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","110","22","1","23",133
"M","35 A 39","PERÚ",2020,9,"MAULE","48","9","","9",57
"M","35 A 39","PERÚ",2020,10,"ÑUBLE","17","3","1","4",21
"M","35 A 39","PERÚ",2020,11,"BIOBÍO","72","9","2","11",83
"M","35 A 39","PERÚ",2020,12,"LA ARAUCANÍA","25","10","","10",35
"M","35 A 39","PERÚ",2020,13,"LOS RÍOS","12","2","","2",14
"M","35 A 39","PERÚ",2020,14,"LOS LAGOS","43","10","","10",53
"M","35 A 39","PERÚ",2020,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","12","1","","1",13
"M","35 A 39","PERÚ",2020,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","12","2","","2",14
"M","35 A 39","PERÚ",2020,17,"REGIÓN IGNORADA","","107","40","147",147
"M","35 A 39","PERÚ",2021,1,"ARICA Y PARINACOTA","625","210","2","212",837
"M","35 A 39","PERÚ",2021,2,"TARAPACÁ","962","112","1","113",1075
"M","35 A 39","PERÚ",2021,3,"ANTOFAGASTA","918","131","7","138",1056
"M","35 A 39","PERÚ",2021,4,"ATACAMA","113","21","2","23",136
"M","35 A 39","PERÚ",2021,5,"COQUIMBO","175","19","1","20",195
"M","35 A 39","PERÚ",2021,6,"VALPARAÍSO","222","45","1","46",268
"M","35 A 39","PERÚ",2021,7,"METROPOLITANA DE SANTIAGO","9867","1260","54","1314",11181
"M","35 A 39","PERÚ",2021,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","109","26","1","27",136
"M","35 A 39","PERÚ",2021,9,"MAULE","52","12","","12",64
"M","35 A 39","PERÚ",2021,10,"ÑUBLE","15","5","","5",20
"M","35 A 39","PERÚ",2021,11,"BIOBÍO","76","13","2","15",91
"M","35 A 39","PERÚ",2021,12,"LA ARAUCANÍA","25","10","","10",35
"M","35 A 39","PERÚ",2021,13,"LOS RÍOS","11","5","","5",16
"M","35 A 39","PERÚ",2021,14,"LOS LAGOS","39","8","1","9",48
"M","35 A 39","PERÚ",2021,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","13","2","","2",15
"M","35 A 39","PERÚ",2021,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","13","6","","6",19
"M","35 A 39","PERÚ",2021,17,"REGIÓN IGNORADA","","139","55","194",194
"M","35 A 39","PERÚ",2022,1,"ARICA Y PARINACOTA","613","177","","177",790
"M","35 A 39","PERÚ",2022,2,"TARAPACÁ","957","95","","95",1052
"M","35 A 39","PERÚ",2022,3,"ANTOFAGASTA","929","138","5","143",1072
"M","35 A 39","PERÚ",2022,4,"ATACAMA","110","26","2","28",138
"M","35 A 39","PERÚ",2022,5,"COQUIMBO","156","25","","25",181
"M","35 A 39","PERÚ",2022,6,"VALPARAÍSO","226","65","","65",291
"M","35 A 39","PERÚ",2022,7,"METROPOLITANA DE SANTIAGO","9847","1394","24","1418",11265
"M","35 A 39","PERÚ",2022,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","114","36","","36",150
"M","35 A 39","PERÚ",2022,9,"MAULE","57","11","","11",68
"M","35 A 39","PERÚ",2022,10,"ÑUBLE","16","8","","8",24
"M","35 A 39","PERÚ",2022,11,"BIOBÍO","70","19","","19",89
"M","35 A 39","PERÚ",2022,12,"LA ARAUCANÍA","29","10","1","11",40
"M","35 A 39","PERÚ",2022,13,"LOS RÍOS","9","4","","4",13
"M","35 A 39","PERÚ",2022,14,"LOS LAGOS","38","12","1","13",51
"M","35 A 39","PERÚ",2022,15,"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO","11","2","","2",13
"M","35 A 39","PERÚ",2022,16,"MAGALLANES Y DE LA ANTÁRTICA CHILENA","16","5","","5",21
"M","35 A 39","PERÚ",2022,17,"REGIÓN IGNORADA","","28","82","110",110
"M","35 A 39","R. DOMINICANA",2018,1,"ARICA Y PARINACOTA","18","4","","4",22
"M","35 A 39","R. DOMINICANA",2018,2,"TARAPACÁ","36","8","","8",44
"M","35 A 39","R. DOMINICANA",2018,3,"ANTOFAGASTA","21","5","","5",26
"M","35 A 39","R. DOMINICANA",2018,4,"ATACAMA","20","11","","11",31
"M","35 A 39","R. DOMINICANA",2018,5,"COQUIMBO","42","4","","4",46
"M","35 A 39","R. DOMINICANA",2018,6,"VALPARAÍSO","47","8","","8",55
"M","35 A 39","R. DOMINICANA",2018,7,"METROPOLITANA DE SANTIAGO","1053","294","9","303",1356
"M","35 A 39","R. DOMINICANA",2018,8,"LIBERTADOR GENERAL BERNARDO O'HIGGINS","9","9","","9",18
"M","35 A 39","R. DOMINICANA",2018,9,"MAULE","7","4","","4",11
"M","35 A 39","R. DOMINICANA",2018,10,"ÑUBLE","4","4","","4",8
"M","35 A 39","R. DOMINICANA",2018,11,"BIOBÍO","9","","","",9
"M","35 A 39","R. DOMINICANA",2018,12,"LA ARAUCANÍA","4","1","","1",5
"M","35 A 39","R. DOMINICANA",2018,13,"LOS RÍOS","4","","","",4
"M","35 A 39","R. DOMINICANA",2018,14,"LOS LAGOS","15","4","","4",19
